,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
564,467468,Female,No,27.0,No,Healthcare,2.638210266264068,Low,5.0,7.0,16.521,2.583,7.465,1.54,D
565,463581,Female,No,28.0,Yes,Healthcare,1.0,Low,3.0,6.0,15.335,4.2860000000000005,1.719,-1.9980000000000002,D
566,463968,Male,No,33.0,No,Artist,2.638210266264068,Low,4.0,6.0,9.116,4.187,9.677,9.836,D
567,465414,Female,No,30.0,No,Engineer,0.0,Low,1.0,5.0,6.171,1.5490000000000002,2.4659999999999997,5.0,B
568,464574,Male,No,58.0,No,Healthcare,4.0,Low,2.0,6.0,10.595,8.718,9.613,7.484,D
569,462312,Female,No,38.0,Yes,Engineer,8.0,Low,4.0,6.0,4.624,1.767,0.972,5.507999999999999,A
570,467971,Female,No,31.0,Yes,Artist,1.0,Low,4.0,6.0,9.099,7.404,13.177999999999999,5.726,D
571,464746,Male,Yes,32.0,No,Executive,4.0,Average,5.0,4.0,12.464,4.388,9.363999999999999,3.3760000000000003,D
572,459298,Male,No,45.0,Yes,Artist,4.0,Average,4.0,6.0,13.481,14.084000000000001,9.716000000000001,3.9160000000000004,C
573,466414,Male,Yes,66.0,Yes,Artist,1.0,Low,3.0,6.0,5.824,3.738,2.483,2.8369999999999997,A
574,460773,Female,Yes,51.0,Yes,Artist,1.0,Average,3.0,6.0,8.634,10.800999999999998,12.362,8.057,C
575,461594,Female,Yes,59.0,Yes,Artist,2.638210266264068,Average,2.0,6.0,6.957999999999999,9.917,7.952000000000001,3.991,C
576,462713,Female,No,40.0,Yes,Engineer,2.638210266264068,Low,1.0,3.0,3.432,6.492000000000001,3.1510000000000002,3.444,B
577,465163,Male,Yes,46.0,Yes,Artist,11.0,Average,5.0,6.0,9.927,1.992,13.805,14.539000000000001,C
578,462222,Male,No,20.0,No,Healthcare,1.0,Low,6.0,4.0,11.148,2.634,10.193999999999999,3.035,D
579,459342,Female,Yes,84.0,No,Lawyer,1.0,High,2.0,6.0,18.343,2.78,5.196000000000001,6.945,C
580,463006,Female,No,41.0,Yes,Marketing,2.638210266264068,Low,1.0,6.0,6.421,-3.2230000000000003,4.978,-2.7260000000000004,D
581,463029,Male,Yes,51.0,No,Artist,2.638210266264068,Average,3.0,6.0,19.739,11.667,3.2060000000000004,8.538,C
582,460767,Male,Yes,40.0,Yes,Entertainment,8.0,Average,5.0,2.0,3.7939999999999996,5.853,2.055,3.49,A
583,464319,Female,No,33.0,No,Doctor,0.0,Low,1.0,6.0,3.56,0.059000000000000004,5.268,-0.043,A
584,462828,Male,No,25.0,No,Marketing,3.0,Low,3.0,5.0,4.55,6.473,12.800999999999998,0.09699999999999999,D
585,459873,Male,Yes,55.0,Yes,Artist,2.638210266264068,Average,3.0,4.0,6.98,5.59,3.13,4.727,A
586,461608,Female,Yes,56.0,Yes,Executive,2.638210266264068,High,4.0,1.0,6.4239999999999995,6.422000000000001,5.307,2.403,A
587,465155,Male,Yes,77.0,Yes,Lawyer,1.0,Low,1.0,6.0,14.429,12.052,8.745,5.609,C
588,461704,Male,Yes,30.0,Yes,Healthcare,1.0,Low,2.0,5.0,5.105,4.581,3.64,5.0,A
589,464826,Male,No,23.0,No,Healthcare,6.0,Low,5.0,4.0,3.18,-2.05,5.542999999999999,-0.9279999999999999,D
590,462677,Female,No,43.0,Yes,Artist,2.0,Low,4.0,6.0,6.352,3.9160000000000004,1.636,-2.109,B
591,465006,Male,No,39.0,Yes,Entertainment,5.0,Low,1.0,6.0,3.734,5.287000000000001,5.434,3.404,A
592,463483,Male,Yes,40.0,No,Executive,1.0,High,2.0,6.0,8.921,1.335,7.716,2.4019999999999997,D
593,459816,Male,Yes,37.0,Yes,Doctor,2.638210266264068,Low,2.0,6.0,10.236,1.902,11.456,-1.26,D
594,459002,Female,Yes,45.0,No,Engineer,2.0,Low,2.0,6.0,14.575,5.52843433208488,10.109,2.2969999999999997,D
595,465990,Male,Yes,48.0,No,Executive,2.0,High,2.0,2.0,6.5760000000000005,3.359,4.353,11.78,D
596,466044,Male,Yes,27.0,No,Entertainment,0.0,Average,4.0,6.0,6.33,7.928999999999999,5.4110000000000005,6.667999999999999,A
597,461163,Female,Yes,60.0,No,Entertainment,9.0,Low,4.0,3.0,2.2840000000000003,1.5959999999999999,7.024,1.4369999999999998,B
598,467106,Male,Yes,45.0,Yes,Entertainment,4.0,Average,3.0,2.0,3.06,4.173,0.133,5.085,B
599,467373,Male,No,31.0,Yes,Healthcare,2.638210266264068,Low,1.0,6.0,16.495,-0.49200000000000005,10.827,4.371,D
600,461256,Male,No,33.0,No,Doctor,1.0,Low,4.0,4.0,12.152999999999999,8.054,4.867,12.341,C
601,466522,Male,Yes,18.0,No,Artist,6.0,High,4.0,3.0,12.997,7.189,9.002,1.9480000000000002,D
602,459010,Female,Yes,48.0,Yes,Artist,2.638210266264068,Average,3.0,6.0,3.19,10.835,1.93,10.537,B
603,466537,Female,Yes,83.0,No,Lawyer,2.638210266264068,Low,2.0,5.0,7.261,-1.777,1.16,2.673,A
604,459046,Male,Yes,57.0,Yes,Executive,2.638210266264068,Low,4.0,2.0,3.341,0.873,0.669,1.4980000000000002,A
605,459335,Male,No,26.0,Yes,Healthcare,2.638210266264068,Low,3.0,1.0,10.329,9.363,14.269,5.33,D
606,462695,Male,Yes,51.0,Yes,Artist,8.0,Low,5.0,6.0,7.952000000000001,8.187999999999999,0.374,1.9669999999999999,A
607,466208,Male,Yes,67.0,No,Executive,2.0,High,1.0,6.0,8.101,10.082,6.515,11.352,C
608,462128,Male,Yes,38.0,Yes,Artist,9.0,Average,2.0,6.0,18.924,5.188,-4.498,14.145,C
609,467329,Female,No,40.0,Yes,Doctor,0.0,Low,1.0,6.0,11.745,7.385,-0.228,14.577,C
610,461609,Female,Yes,45.0,Yes,Artist,5.0,Average,2.0,6.0,8.461,1.859,4.438,0.18899999999999997,B
611,464470,Male,Yes,48.0,Yes,Artist,0.0,Average,4.0,6.0,10.373,6.568,3.735,5.093,C
612,462705,Female,Yes,69.0,No,Lawyer,0.0,Average,2.0,6.0,22.096999999999998,4.843,8.824,9.283,C
613,465255,Male,No,21.0,No,Healthcare,9.0,Low,5.0,6.0,10.191,2.5780000000000003,11.118,4.425,D
614,462536,Female,Yes,48.0,No,Engineer,1.0,High,3.0,6.0,4.1739999999999995,4.87,2.327,5.0,B
615,461186,Female,No,18.0,No,Healthcare,2.638210266264068,Low,3.0,3.0,12.003,5.654,8.31,12.402999999999999,D
616,466018,Male,Yes,72.0,Yes,Artist,0.0,Low,3.0,4.0,17.132,4.022,8.408999999999999,7.518,C
617,461385,Male,Yes,85.0,No,Lawyer,2.638210266264068,Low,1.0,6.0,6.239,3.113,2.85,4.228,D
618,459115,Female,No,21.0,No,Marketing,1.0,Low,5.0,4.0,10.394,1.905,9.793,0.797,D
619,461263,Female,Yes,48.0,Yes,Artist,1.0,Low,1.0,4.0,7.184,5.773,3.5269999999999997,5.0,A
620,460027,Female,No,37.0,Yes,Entertainment,6.0,Low,3.0,6.0,7.6739999999999995,2.969,0.523,0.098,A
621,460366,Male,No,28.0,No,Healthcare,1.0,Low,5.0,4.0,9.751,7.809,5.803999999999999,10.924000000000001,D
622,464106,Male,Yes,55.0,Yes,Entertainment,1.0,Low,2.0,6.0,4.825,1.371,1.3259999999999998,3.2569999999999997,A
623,465696,Female,No,56.0,Yes,Artist,0.0,Low,2.0,6.0,17.495,16.224,4.11,3.69,C
624,461627,Male,Yes,50.0,Yes,Doctor,1.0,Low,2.0,6.0,5.169,6.101,8.892999999999999,11.333,C
625,467963,Male,No,21.0,No,Healthcare,1.0,Low,4.0,6.0,7.239,-2.6630000000000003,2.024,0.657,D
626,462437,Male,No,18.0,No,Healthcare,0.0,Low,6.0,6.0,8.58,12.182,13.408,3.609,D
627,467543,Male,Yes,68.0,Yes,Lawyer,0.0,High,2.0,6.0,3.435,1.7009999999999998,-1.2,5.371,B
628,465206,Male,Yes,47.0,Yes,Artist,13.0,Low,1.0,6.0,4.808,13.329,4.023,11.177999999999999,C
629,463040,Male,Yes,75.0,No,Lawyer,1.0,High,2.0,6.0,4.73,3.563,2.9610000000000003,-0.24,B
630,461668,Male,Yes,50.0,Yes,Artist,3.0,Average,4.0,2.0,19.023,9.152999999999999,11.331,8.443,C
631,461955,Male,No,31.0,Yes,Healthcare,0.0,Low,4.0,6.0,8.377,5.041,12.559000000000001,5.0,D
632,467139,Female,No,30.0,Yes,Artist,0.0,Low,3.0,6.0,4.934,5.52843433208488,4.25,1.349,A
633,459366,Female,Yes,41.0,Yes,Artist,0.0,Low,4.0,6.0,4.944,6.091,2.843,0.175,A
634,460689,Male,Yes,41.0,Yes,Executive,6.0,High,2.0,3.0,10.088,3.822,1.611,5.901,A
635,462167,Female,Yes,35.0,No,Healthcare,2.0,Low,1.0,6.0,9.38,4.473,1.895,3.096,A
636,466752,Male,Yes,37.0,Yes,Healthcare,0.0,Low,1.0,6.0,7.146,-0.723,3.398,5.587000000000001,D
637,462778,Male,Yes,60.0,Yes,Entertainment,0.0,Low,3.0,6.0,10.43,-1.874,5.801,6.55,D
638,466902,Male,Yes,50.0,Yes,Doctor,0.0,Average,3.0,6.0,18.171,5.982,11.118,12.876,C
639,459534,Male,Yes,36.0,Yes,Artist,0.0,Average,2.0,6.0,11.02,5.118,2.7510000000000003,14.363,C
640,463399,Female,No,26.0,No,Marketing,3.0,Low,3.0,3.0,4.004,1.525,1.725,6.0489999999999995,A
641,465538,Male,Yes,62.0,No,Artist,7.0,High,2.0,6.0,5.9670000000000005,0.24,12.155999999999999,5.957000000000001,D
642,464878,Male,No,22.0,No,Healthcare,0.0,Low,3.0,4.0,3.8680000000000003,7.251,6.845,4.648,D
643,467599,Female,No,19.0,No,Healthcare,0.0,Low,3.0,6.0,9.293,-0.7490000000000001,14.677,5.0,D
644,466226,Female,Yes,45.0,Yes,Artist,0.0,Average,5.0,6.0,13.02,8.365,3.8169999999999997,7.539,C
645,463576,Female,No,31.0,No,Doctor,0.0,Low,4.0,6.0,7.278,4.977,4.337,2.655,D
646,464911,Male,Yes,56.0,Yes,Artist,0.0,Average,3.0,4.0,7.167999999999999,4.5969999999999995,12.835999999999999,17.067999999999998,C
647,466457,Female,Yes,62.0,No,Lawyer,8.0,Low,5.0,6.0,4.263,2.853,1.65,6.294,A
648,463909,Female,No,25.0,Yes,Healthcare,1.0,Low,3.0,6.0,-1.445,2.329,3.697,-1.187,B
649,466099,Female,Yes,40.0,Yes,Lawyer,1.0,Low,1.0,6.0,3.0260000000000002,1.422,8.366,3.3,B
650,464427,Male,Yes,62.0,Yes,Doctor,1.0,Average,4.0,3.0,11.786,7.2989999999999995,6.307,19.707,C
651,463951,Male,Yes,46.0,No,Entertainment,0.0,Average,3.0,6.0,7.224,5.511,3.888,7.994,A
652,465638,Female,Yes,51.0,Yes,Artist,2.638210266264068,Low,3.0,3.0,17.477,7.919,-0.938,16.674,C
653,465289,Male,Yes,25.0,Yes,Executive,1.0,High,2.0,6.0,3.865,3.8739999999999997,4.232,4.2589999999999995,A
654,466718,Male,Yes,66.0,Yes,Executive,0.0,High,2.0,5.0,0.31,1.8030000000000002,-0.535,1.953,B
655,464219,Male,No,27.0,Yes,Marketing,1.0,Low,2.0,3.0,9.562999999999999,5.722,1.9040000000000001,4.958,A
656,467098,Male,Yes,87.0,No,Executive,1.0,Low,2.0,6.0,5.006,5.392,4.632,4.794,A
657,467451,Female,Yes,47.0,Yes,Artist,0.0,Low,1.0,1.0,4.678999999999999,0.917,3.97,2.266,A
658,465137,Male,Yes,57.0,Yes,Artist,1.0,Average,4.0,6.0,5.7860000000000005,10.738,5.462999999999999,5.372999999999999,C
659,462289,Male,Yes,60.0,Yes,Artist,0.0,Average,4.0,3.0,7.9079999999999995,6.956,0.828,5.417000000000001,A
660,467459,Male,Yes,40.0,Yes,Executive,2.638210266264068,High,5.0,6.0,-1.085,6.409,2.603,-0.637,B
661,460308,Female,No,32.0,Yes,Doctor,7.0,Low,3.0,2.0,5.769,4.463,2.162,2.983,A
662,467647,Male,No,28.0,Yes,Healthcare,2.0,Low,3.0,6.0,3.7439999999999998,4.513,13.439,-2.783,D
663,459803,Male,No,39.0,Yes,Doctor,4.0,Low,3.0,6.0,12.118,13.482000000000001,7.097,3.569,C
664,465972,Female,No,47.0,Yes,Marketing,9.0,Low,1.0,6.0,6.718,5.656000000000001,5.13,4.795,D
665,459414,Female,No,39.0,Yes,Artist,8.0,Low,3.0,6.0,18.937,6.632000000000001,3.7680000000000002,10.908,C
666,466173,Male,No,40.0,No,Entertainment,1.0,Low,3.0,3.0,7.987,3.987,5.387432820897396,5.702000000000001,A
667,464136,Male,Yes,69.0,Yes,Artist,0.0,Average,3.0,6.0,7.992000000000001,1.9680000000000002,4.857,1.077,A
668,459286,Female,No,42.0,Yes,Artist,0.0,Low,1.0,6.0,6.874,0.685,2.156,8.568999999999999,D
669,463580,Female,Yes,46.0,Yes,Engineer,1.0,Low,1.0,6.0,5.382000000000001,3.031,11.034,5.775,D
670,466636,Female,No,23.0,No,Marketing,3.0,Low,3.0,6.0,12.96,10.824000000000002,1.608,10.445,C
671,461064,Male,No,45.0,Yes,Artist,1.0,Low,5.0,6.0,10.258,2.125,5.476,4.082,C
672,461597,Female,Yes,38.0,Yes,Doctor,1.0,Average,4.0,6.0,-1.5919999999999999,6.058,2.414,3.6460000000000004,B
673,458990,Female,Yes,71.0,No,Lawyer,1.0,High,3.0,6.0,11.339,7.847,9.724,1.6059999999999999,D
674,461351,Female,No,26.0,No,Doctor,0.0,Low,2.0,6.0,2.847,2.855,8.495,-3.8169999999999997,D
675,464420,Female,Yes,60.0,Yes,Artist,8.0,High,2.0,6.0,13.235999999999999,8.408,5.171,6.997999999999999,C
676,462060,Female,Yes,46.0,Yes,Artist,1.0,Average,2.0,6.0,11.575999999999999,13.877,4.414,16.859,C
677,465707,Male,Yes,39.0,Yes,Entertainment,1.0,Average,4.0,3.0,15.311,15.475999999999999,6.372000000000001,12.424000000000001,C
678,463733,Female,No,18.0,No,Healthcare,1.0,Low,3.0,6.0,7.257999999999999,7.816,-1.9980000000000002,0.5,D
679,463960,Male,Yes,26.0,Yes,Doctor,1.0,Average,2.0,7.0,3.24,-0.228,5.751,4.754,A
680,462395,Male,Yes,53.0,Yes,Artist,1.0,High,2.0,6.0,11.567,10.401,9.427999999999999,7.693,D
681,461015,Male,Yes,40.0,Yes,Entertainment,1.0,Average,2.0,3.0,13.36,4.601,12.319,6.501,C
682,464965,Male,Yes,76.0,No,Executive,2.638210266264068,Low,7.0,4.0,5.702999999999999,8.027000000000001,6.636,8.024,D
683,466267,Male,Yes,26.0,Yes,Entertainment,0.0,Average,3.0,3.0,4.237,3.495,2.944,0.34,A
684,464056,Female,Yes,65.0,Yes,Artist,0.0,Average,2.0,6.0,8.305,5.531000000000001,6.772,4.343999999999999,C
685,465898,Female,No,37.0,Yes,Artist,12.0,Low,2.0,6.0,7.24,6.25,0.8540000000000001,4.203,A
686,465361,Male,No,25.0,No,Healthcare,0.0,Low,4.0,3.0,20.410999999999998,6.707999999999999,8.846,11.468,C
687,461394,Female,No,21.0,No,Engineer,0.0,Low,5.0,2.0,11.285,6.657,8.517000000000001,-2.363,D
688,466269,Female,No,25.0,No,Healthcare,0.0,Low,4.0,2.0,7.919,6.608,4.876,4.506,D
689,466213,Male,No,23.0,No,Healthcare,4.0,Low,5.0,6.0,8.03,0.977,10.472999999999999,2.767,D
690,465550,Female,No,30.0,Yes,Healthcare,1.0,Low,6.0,3.0,10.395999999999999,5.52843433208488,2.5269999999999997,5.638999999999999,D
691,463451,Female,No,30.0,No,Doctor,0.0,Low,4.0,6.0,-0.528,1.617,4.629,8.065,D
692,463877,Male,Yes,42.0,No,Entertainment,0.0,Average,4.0,4.0,6.382000000000001,4.327,4.285,2.7110000000000003,A
693,459499,Female,Yes,81.0,No,Lawyer,2.638210266264068,High,2.0,6.0,12.488,2.931,3.19,-0.42200000000000004,D
694,463876,Male,Yes,49.0,Yes,Entertainment,1.0,Average,5.0,6.0,18.382,-0.662,-2.668,13.649000000000001,C
695,465448,Male,No,32.0,No,Healthcare,0.0,Low,3.0,2.0,5.7379999999999995,2.995,5.242999999999999,4.578,A
696,463041,Female,Yes,43.0,Yes,Artist,2.638210266264068,Average,4.0,2.0,1.449,-2.697,0.9059999999999999,2.9219999999999997,B
697,459325,Male,Yes,26.0,No,Executive,9.0,High,4.0,6.0,12.283,7.421,7.812,14.665,D
698,467233,Female,No,67.0,No,Artist,1.0,Low,2.0,6.0,-0.177,5.669,3.7960000000000003,4.956,B
699,465264,Male,Yes,88.0,No,Executive,0.0,Low,1.0,6.0,7.734,1.8219999999999998,5.607,5.002,A
700,461811,Female,No,40.0,Yes,Healthcare,8.0,Low,4.0,2.0,-0.43200000000000005,11.604000000000001,10.857999999999999,1.64,D
701,466370,Female,Yes,48.0,Yes,Artist,0.0,Low,4.0,2.0,9.035,2.066,14.747,11.274000000000001,C
702,465368,Male,No,18.0,No,Healthcare,7.0,Low,3.0,1.0,5.688,5.245,2.946,-1.4509999999999998,D
703,461245,Male,Yes,39.0,Yes,Artist,5.0,Average,3.0,6.0,6.646,5.843,1.524,0.63,A
704,467693,Male,Yes,61.0,Yes,Entertainment,7.0,High,5.0,6.0,0.053,6.555,8.669,-2.451,B
705,467879,Female,Yes,51.0,Yes,Artist,2.638210266264068,High,4.0,6.0,10.985,11.262,3.62,6.544,C
706,461499,Female,Yes,25.0,No,Engineer,0.0,Average,2.0,4.0,6.765,3.3089999999999997,0.905,-1.393,A
707,465936,Male,No,35.0,Yes,Artist,6.0,Low,3.0,6.0,3.733,2.66,-1.8519999999999999,2.565,B
708,459748,Male,Yes,46.0,No,Executive,0.0,High,2.0,6.0,12.28,16.852,13.224,4.794,C
709,466376,Female,Yes,53.0,No,Homemaker,2.0,High,3.0,6.0,3.6310000000000002,7.091,8.274,0.251,B
710,460215,Male,Yes,48.0,Yes,Entertainment,9.0,Low,1.0,6.0,12.8,7.545,10.61,-1.675,D
711,462076,Male,Yes,75.0,Yes,Lawyer,1.0,Low,2.0,6.0,4.7669999999999995,0.626,3.448,-3.6260000000000003,D
712,465756,Male,No,23.0,No,Healthcare,1.0,Low,3.0,4.0,10.505999999999998,3.262,7.625,4.5760000000000005,D
713,463573,Male,No,40.0,No,Doctor,1.0,Low,2.0,6.0,7.37,5.156000000000001,8.677999999999999,8.847999999999999,D
714,463455,Male,Yes,46.0,No,Artist,0.0,Low,2.0,6.0,4.465,5.59,4.298,-0.12,B
715,460841,Female,Yes,61.0,Yes,Marketing,1.0,Low,1.0,6.0,10.25,6.596,7.735,5.791,D
716,463959,Female,No,37.0,No,Artist,1.0,Low,1.0,6.0,-2.245,4.9510000000000005,0.11900000000000001,2.395,B
717,461792,Female,No,23.0,No,Healthcare,6.0,Low,5.0,2.0,9.561,0.11900000000000001,0.98,-2.8310000000000004,D
718,459118,Male,No,21.0,No,Healthcare,2.638210266264068,Low,8.0,6.0,5.562,6.398,8.883,5.414,D
719,462791,Female,No,33.0,No,Healthcare,7.0,Low,4.0,5.0,-1.939,6.204,6.692,9.218,D
720,460852,Male,Yes,74.0,No,Executive,0.0,Low,3.0,5.0,14.112,1.2409999999999999,8.787,1.5130000000000001,D
721,463102,Male,No,41.0,No,Entertainment,0.0,Low,2.0,6.0,13.366,7.305,13.860999999999999,1.247,D
722,463302,Female,Yes,58.0,Yes,Engineer,2.638210266264068,High,4.0,6.0,0.10099999999999999,2.8110000000000004,6.919,2.846,B
723,462659,Male,Yes,25.0,Yes,Entertainment,8.0,Average,2.0,6.0,5.065,1.6369999999999998,4.579,6.156000000000001,A
724,463408,Male,No,33.0,No,Marketing,2.0,Low,3.0,6.0,8.058,5.367999999999999,7.832999999999999,2.9730000000000003,D
725,462071,Male,Yes,43.0,No,Doctor,0.0,Low,2.0,6.0,5.9639999999999995,4.442,4.128,2.076,A
726,464806,Male,Yes,25.0,No,Executive,1.0,Low,2.0,4.0,8.556000000000001,0.433,14.074000000000002,9.837,D
727,463664,Female,No,26.0,No,Engineer,0.0,Low,1.0,6.0,3.18,4.343999999999999,4.675,7.775,A
728,467795,Male,No,22.0,No,Healthcare,1.0,Low,5.0,6.0,10.245,6.018,2.895,6.042000000000001,D
729,459141,Male,Yes,28.0,No,Artist,0.0,Average,2.0,6.0,8.435,4.425,-8.426,4.388999999999999,D
730,465900,Female,No,36.0,Yes,Entertainment,7.0,Low,1.0,6.0,11.084000000000001,4.353,-0.043,5.587999999999999,A
731,467265,Female,No,28.0,No,Healthcare,1.0,Low,3.0,4.0,7.513999999999999,15.169,0.935,17.889,C
732,464490,Male,Yes,85.0,Yes,Artist,1.0,High,4.0,6.0,6.162000000000001,9.405,3.3110000000000004,4.007,A
733,461920,Male,Yes,40.0,Yes,Entertainment,0.0,Low,3.0,6.0,12.968,-0.7559999999999999,6.864,4.894,D
734,460411,Male,Yes,43.0,Yes,Healthcare,7.0,High,2.0,6.0,5.983,2.4659999999999997,-0.027999999999999997,2.717,A
735,466491,Male,Yes,82.0,No,Executive,1.0,High,2.0,6.0,1.089,1.811,7.188,2.6830000000000003,B
736,459062,Male,Yes,48.0,Yes,Executive,2.638210266264068,High,5.0,6.0,2.675,6.127000000000001,0.815,3.265,B
737,465248,Female,No,18.0,No,Healthcare,3.0,Low,3.0,2.0,9.266,4.8469999999999995,11.779000000000002,3.642,D
738,463308,Male,Yes,53.0,Yes,Engineer,1.0,Low,2.0,3.0,6.327000000000001,5.608,1.146,4.291,A
739,463478,Male,Yes,50.0,Yes,Artist,0.0,Average,4.0,6.0,3.38,1.713,8.522,-0.42700000000000005,B
740,465396,Female,Yes,39.0,No,Engineer,9.0,Average,6.0,4.0,10.187000000000001,9.582,3.782,6.184,D
741,461954,Female,Yes,35.0,No,Engineer,2.0,Average,6.0,2.0,5.643,3.8680000000000003,3.6189999999999998,-0.9520000000000001,B
742,467287,Male,No,40.0,Yes,Entertainment,2.638210266264068,Low,3.0,4.0,4.002,1.327,6.409,4.953,D
743,463800,Female,No,33.0,Yes,Engineer,1.0,Low,3.0,6.0,6.082000000000001,5.582000000000001,1.7990000000000002,5.0,A
744,459894,Female,Yes,35.0,Yes,Healthcare,1.0,Low,3.0,6.0,10.292,11.035,9.954,1.01,C
745,459778,Male,Yes,40.0,Yes,Entertainment,0.0,Average,4.0,6.0,7.474,4.885,7.042000000000001,2.515,B
746,464662,Female,Yes,50.0,Yes,Artist,1.0,High,3.0,4.0,10.162,22.083000000000002,2.219,9.968,C
747,460878,Male,Yes,47.0,No,Entertainment,0.0,Average,4.0,6.0,10.569,11.385,8.334,20.218,C
748,462187,Female,No,50.0,Yes,Artist,4.0,Low,1.0,6.0,7.167999999999999,11.753,5.843,13.519,C
749,462675,Male,Yes,56.0,Yes,Artist,2.638210266264068,Low,4.0,3.0,3.122,3.238,3.938,3.658,A
750,461908,Female,No,26.0,No,Healthcare,10.0,Low,1.0,6.0,11.390999999999998,-0.344,10.123,4.309,D
751,461951,Male,Yes,21.0,No,Healthcare,0.0,Low,4.0,6.0,10.628,12.265999999999998,5.119,2.052,D
752,465352,Male,Yes,61.0,Yes,Entertainment,1.0,Average,4.0,6.0,11.742,15.543,1.734,13.703,C
753,464258,Female,Yes,88.0,No,Lawyer,0.0,High,2.0,6.0,4.033,5.271,3.448,2.685,B
754,464215,Male,No,72.0,No,Marketing,1.0,Low,3.0,6.0,6.64,5.445,-1.875,9.168,D
755,467561,Male,Yes,61.0,Yes,Artist,1.0,Low,2.0,6.0,5.392,5.834,7.36,7.147,B
756,460322,Female,Yes,45.0,No,Engineer,8.0,Low,3.0,6.0,8.148,4.867,3.267,4.4110000000000005,A
757,464665,Female,Yes,51.0,No,Engineer,1.0,Average,5.0,4.0,3.785,0.9440000000000001,4.664,1.496,B
758,460670,Male,No,42.0,Yes,Artist,6.0,Low,2.0,3.0,7.685,6.723,6.356,4.407,B
759,461486,Male,Yes,59.0,No,Entertainment,8.0,Average,3.0,6.0,6.532,5.599,11.062000000000001,14.7,C
760,459526,Female,No,45.0,Yes,Healthcare,4.0,Low,1.0,6.0,7.147,5.242000000000001,0.754,1.936,A
761,465429,Female,Yes,68.0,Yes,Artist,2.638210266264068,Average,3.0,6.0,10.637,3.273,4.42,15.065999999999999,C
762,466492,Female,Yes,85.0,Yes,Lawyer,0.0,High,2.0,6.0,9.873,3.654,2.478,5.0760000000000005,A
763,459489,Male,Yes,46.0,Yes,Doctor,1.0,Average,4.0,6.0,1.702,2.441,-0.44,3.0380000000000003,B
764,459681,Female,Yes,32.0,Yes,Artist,0.0,Average,2.0,6.0,3.338,1.001,7.068,8.786,B
765,462971,Female,Yes,70.0,Yes,Engineer,0.0,Low,1.0,6.0,13.519,17.730999999999998,2.765,2.7,C
766,461233,Male,Yes,37.0,Yes,Entertainment,2.638210266264068,Low,3.0,3.0,12.709000000000001,3.6439999999999997,6.7860000000000005,5.82,D
767,461221,Female,No,30.0,No,Marketing,1.0,Low,4.0,6.0,1.775,-0.718,4.879,7.399,B
768,464090,Female,No,33.0,Yes,Engineer,1.0,Low,2.0,6.0,5.051,7.3660000000000005,1.788,6.635,A
769,459863,Male,Yes,61.0,No,Healthcare,2.638210266264068,Low,3.0,6.0,7.941,3.054,4.926,5.327000000000001,A
770,459822,Female,No,37.0,Yes,Engineer,0.0,Low,1.0,4.0,4.855,6.789,9.945,9.382,D
771,462540,Male,Yes,32.0,Yes,Entertainment,6.0,Low,2.0,2.0,3.138,3.484,4.244,2.9010000000000002,B
772,467411,Male,Yes,52.0,Yes,Artist,0.0,High,2.0,6.0,4.494,7.5489999999999995,3.0010000000000003,0.986,B
773,463997,Female,Yes,42.0,No,Entertainment,0.0,Average,3.0,6.0,5.196000000000001,10.025,1.922,5.544,B
774,464103,Male,Yes,47.0,Yes,Artist,3.0,Average,2.0,6.0,8.955,3.747,11.046,0.96,B
775,465751,Female,Yes,52.0,Yes,Artist,9.0,Low,2.0,6.0,5.622999999999999,6.0920000000000005,7.755,6.309,C
776,459797,Male,Yes,66.0,Yes,Entertainment,0.0,Average,3.0,6.0,24.805,1.807,13.263,8.066,C
777,460798,Female,No,28.0,No,Engineer,2.638210266264068,Low,6.0,6.0,11.606,10.799000000000001,-1.015,7.615,C
778,464572,Female,Yes,47.0,Yes,Marketing,1.0,Low,1.0,6.0,11.765999999999998,9.597000000000001,11.527000000000001,0.511,D
779,462352,Male,Yes,52.0,Yes,Entertainment,1.0,Average,3.0,6.0,-2.545,1.585,0.002,3.7089999999999996,B
780,460513,Male,No,27.0,No,Healthcare,2.0,Low,4.0,3.0,14.408,9.1,13.962,0.873,D
781,463228,Female,Yes,56.0,Yes,Artist,0.0,Average,5.0,6.0,6.537999999999999,4.465,3.13,5.734,B
782,464765,Female,Yes,53.0,No,Engineer,7.0,Average,6.0,4.0,5.725,2.3040000000000003,2.7689999999999997,2.65,A
783,463720,Female,Yes,45.0,Yes,Artist,1.0,Average,4.0,4.0,-0.42,4.654,5.531000000000001,6.996,B
784,460799,Female,No,37.0,No,Homemaker,1.0,Low,1.0,1.0,14.492,1.244,9.173,-1.229,D
785,460891,Female,Yes,36.0,No,Artist,2.0,Average,4.0,3.0,8.578,12.307,12.719000000000001,15.135,C
786,460311,Male,No,25.0,Yes,Entertainment,2.0,Low,3.0,1.0,10.742,1.3530000000000002,10.062000000000001,-2.508,D
787,466727,Female,Yes,45.0,Yes,Artist,1.0,Average,2.0,6.0,1.886,5.121,-5.14,-0.703,B
